Sample ID,Sample Type (CV),Species (CV),Species NCBI Taxonomy ID,Parent Specimen ID,Parent Specimen Type (CV),Subject ID,Age,Sex (CV),Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Data Collection (CV),R24 Name (CV),R24 link,Metadata Submission,Comments
SM-DAIGP_S89_E1-50,whole cell,mouse,ncbi:txid10090,596868476,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGP_S90_E1-50,whole cell,mouse,ncbi:txid10090,596868476,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGP_S91_E1-50,whole cell,mouse,ncbi:txid10090,596868476,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGP_S92_E1-50,whole cell,mouse,ncbi:txid10090,596868476,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGP_S93_E1-50,whole cell,mouse,ncbi:txid10090,596868476,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGP_S94_E1-50,whole cell,mouse,ncbi:txid10090,596868476,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGP_S95_E1-50,whole cell,mouse,ncbi:txid10090,596868476,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGP_S96_E1-50,whole cell,mouse,ncbi:txid10090,596868476,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S49_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S50_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S51_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S52_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S53_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S54_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S55_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S56_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S57_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S58_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S59_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S60_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S61_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S62_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S63_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S64_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S65_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S66_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S67_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S68_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S69_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S70_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S71_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S72_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S73_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S74_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S75_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S76_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S77_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S78_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S79_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S80_E1-50,whole cell,mouse,ncbi:txid10090,596868495,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S81_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S82_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S83_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S84_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S85_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S86_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S87_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGQ_S88_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S57_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S58_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S59_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S60_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S61_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S62_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S63_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S64_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S65_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S66_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S67_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S68_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S69_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S70_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S71_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S72_E1-50,whole cell,mouse,ncbi:txid10090,596868497,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S73_E1-50,whole cell,mouse,ncbi:txid10090,596868505,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S74_E1-50,whole cell,mouse,ncbi:txid10090,596868505,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S75_E1-50,whole cell,mouse,ncbi:txid10090,596868505,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S76_E1-50,whole cell,mouse,ncbi:txid10090,596868505,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S77_E1-50,whole cell,mouse,ncbi:txid10090,596868505,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S78_E1-50,whole cell,mouse,ncbi:txid10090,596868505,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S79_E1-50,whole cell,mouse,ncbi:txid10090,596868505,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S80_E1-50,whole cell,mouse,ncbi:txid10090,596868505,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S81_E1-50,whole cell,mouse,ncbi:txid10090,596868505,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S82_E1-50,whole cell,mouse,ncbi:txid10090,596868505,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S83_E1-50,whole cell,mouse,ncbi:txid10090,596868505,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S84_E1-50,whole cell,mouse,ncbi:txid10090,596868505,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S85_E1-50,whole cell,mouse,ncbi:txid10090,596868505,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-DAIGR_S86_E1-50,whole cell,mouse,ncbi:txid10090,596868505,cellgroup,326318,58 days,female,Fezf2-CreER/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
